78.86,29.91,7.63,11-09-2020 19:20:00,11-09-2020 19:20:25
78.49,28.75,7.46,11-09-2020 19:25:00,11-09-2020 19:25:18
71.3,30.76,30.8,11-09-2020 19:30:00,11-09-2020 19:30:24
78.2,29.81,7.68,11-09-2020 19:35:00,11-09-2020 19:35:22
70.53,31.92,30.74,11-09-2020 19:40:00,11-09-2020 19:40:27
78.92,28.51,7.44,11-09-2020 19:45:00,11-09-2020 19:45:24
79.07,29.97,7.63,11-09-2020 19:50:00,11-09-2020 19:50:24
78.29,29.89,7.43,11-09-2020 19:55:00,11-09-2020 19:55:23
78.16,29.85,6.77,11-09-2020 20:00:00,11-09-2020 20:00:21
72.5,30.78,30.74,11-09-2020 20:05:00,11-09-2020 20:05:28
76.72,30.11,16.4,11-09-2020 20:10:00,11-09-2020 20:10:24
78.56,29.97,7.14,11-09-2020 20:15:00,11-09-2020 20:15:19
78.6,29.94,7.23,11-09-2020 20:20:00,11-09-2020 20:20:21
76.05,27.07,16.33,11-09-2020 20:25:00,11-09-2020 20:25:27
77.45,34.58,17.29,11-09-2020 20:30:00,11-09-2020 20:30:27
77.98,27.13,7.55,11-09-2020 20:35:00,11-09-2020 20:35:20
76.86,30.13,16.25,11-09-2020 20:40:00,11-09-2020 20:40:25
71.71,30.41,30.81,11-09-2020 20:45:00,11-09-2020 20:45:25
75.84,30.22,16.51,11-09-2020 20:50:00,11-09-2020 20:50:23
78.36,29.95,7.52,11-09-2020 20:55:00,11-09-2020 20:55:24
69.48,30.93,30.74,11-09-2020 21:00:00,11-09-2020 21:00:24
69.98,31.15,30.8,11-09-2020 21:05:00,11-09-2020 21:05:26
77.42,31.02,16.43,11-09-2020 21:10:00,11-09-2020 21:10:25
78.42,30.01,7.02,11-09-2020 21:15:00,11-09-2020 21:15:25
76.26,30.19,17.11,11-09-2020 21:20:00,11-09-2020 21:20:24
71.76,30.81,30.74,11-09-2020 21:25:00,11-09-2020 21:25:26
78.98,29.91,7.49,11-09-2020 21:30:00,11-09-2020 21:30:24
57.75,4.6,7.84,11-09-2020 21:35:00,11-09-2020 21:35:33
71.06,31.05,16.96,11-09-2020 21:40:00,11-09-2020 21:40:22
72.49,29.91,7.43,11-09-2020 21:45:00,11-09-2020 21:45:22
77.24,31.62,7.53,11-09-2020 21:50:00,11-09-2020 21:50:16
72.27,32.59,30.88,11-09-2020 21:55:00,11-09-2020 21:55:26
74.66,29.94,7.38,11-09-2020 22:00:00,11-09-2020 22:00:24
76.76,24.91,16.45,11-09-2020 22:05:00,11-09-2020 22:05:26
78.96,24.11,7.44,11-09-2020 22:10:00,11-09-2020 22:10:24
69.8,32.82,30.87,11-09-2020 22:15:00,11-09-2020 22:15:29
76.38,30.39,16.56,11-09-2020 22:20:00,11-09-2020 22:20:26
70.02,30.87,30.72,11-09-2020 22:25:00,11-09-2020 22:25:24
72.81,30.39,16.94,11-09-2020 22:30:00,11-09-2020 22:30:26
63.07,32.97,16.43,11-09-2020 22:35:00,11-09-2020 22:35:32
79.06,29.85,7.45,11-09-2020 22:40:00,11-09-2020 22:40:25
75.78,30.15,16.41,11-09-2020 22:45:00,11-09-2020 22:45:26
78.6,27.34,7.43,11-09-2020 22:50:00,11-09-2020 22:50:22
78.15,29.79,7.39,11-09-2020 22:55:00,11-09-2020 22:55:24
78.01,30.11,7.43,11-09-2020 23:00:00,11-09-2020 23:00:21
79.35,30.02,7.05,11-09-2020 23:05:00,11-09-2020 23:05:24
78.41,29.94,7.23,11-09-2020 23:10:00,11-09-2020 23:10:24
78.91,29.95,7.4,11-09-2020 23:15:00,11-09-2020 23:15:22
78.0,30.09,7.26,11-09-2020 23:20:00,11-09-2020 23:20:22
77.56,29.8,7.11,11-09-2020 23:25:00,11-09-2020 23:25:25
78.44,30.24,7.24,11-09-2020 23:30:00,11-09-2020 23:30:27
76.09,29.9,7.26,11-09-2020 23:35:00,11-09-2020 23:35:25
78.91,30.13,7.34,11-09-2020 23:40:00,11-09-2020 23:40:23
77.71,28.49,6.95,11-09-2020 23:45:00,11-09-2020 23:45:20
76.95,30.17,7.35,11-09-2020 23:50:00,11-09-2020 23:50:24
78.04,30.58,7.26,11-09-2020 23:55:00,11-09-2020 23:55:24
75.67,30.03,7.36,12-09-2020 00:00:00,12-09-2020 00:00:25
77.54,28.53,7.16,12-09-2020 00:05:00,12-09-2020 00:05:20
71.03,30.66,30.74,12-09-2020 00:10:00,12-09-2020 00:10:27
78.54,30.23,7.32,12-09-2020 00:15:00,12-09-2020 00:15:25
77.44,29.96,6.96,12-09-2020 00:20:00,12-09-2020 00:20:18
73.12,31.42,31.73,12-09-2020 00:25:00,12-09-2020 00:25:31
78.47,29.86,7.14,12-09-2020 00:30:00,12-09-2020 00:30:24
73.22,30.74,30.56,12-09-2020 00:35:00,12-09-2020 00:35:29
79.23,30.05,7.24,12-09-2020 00:40:00,12-09-2020 00:40:23
79.32,30.04,7.39,12-09-2020 00:45:00,12-09-2020 00:45:27
78.3,29.9,7.28,12-09-2020 00:50:00,12-09-2020 00:50:24
78.22,29.83,7.37,12-09-2020 00:55:00,12-09-2020 00:55:20
78.97,29.86,7.09,12-09-2020 01:00:00,12-09-2020 01:00:25
76.62,30.35,16.66,12-09-2020 01:05:00,12-09-2020 01:05:25
67.92,30.25,31.09,12-09-2020 01:10:00,12-09-2020 01:10:24
78.78,29.95,7.47,12-09-2020 01:15:00,12-09-2020 01:15:23
79.26,29.92,7.41,12-09-2020 01:20:00,12-09-2020 01:20:25
79.08,29.97,7.12,12-09-2020 01:25:00,12-09-2020 01:25:24
79.17,29.94,7.21,12-09-2020 01:30:00,12-09-2020 01:30:23
77.79,28.82,7.36,12-09-2020 01:35:00,12-09-2020 01:35:19
79.07,30.11,7.0,12-09-2020 01:40:00,12-09-2020 01:40:23
78.44,30.01,7.44,12-09-2020 01:45:00,12-09-2020 01:45:21
78.13,27.63,7.44,12-09-2020 01:50:00,12-09-2020 01:50:21
77.96,29.99,7.14,12-09-2020 01:55:00,12-09-2020 01:55:19
72.34,30.22,30.8,12-09-2020 02:00:00,12-09-2020 02:00:26
70.76,30.46,30.84,12-09-2020 02:05:00,12-09-2020 02:05:28
74.0,30.31,30.81,12-09-2020 02:10:00,12-09-2020 02:10:28
77.4,29.93,7.39,12-09-2020 02:15:00,12-09-2020 02:15:22
46.76,30.03,7.4,12-09-2020 02:20:00,12-09-2020 02:20:31
78.71,31.23,7.36,12-09-2020 02:25:00,12-09-2020 02:25:21
75.02,30.23,16.82,12-09-2020 02:30:00,12-09-2020 02:30:24
70.81,30.32,31.03,12-09-2020 02:35:00,12-09-2020 02:35:29
79.01,30.12,7.3,12-09-2020 02:40:00,12-09-2020 02:40:22
78.6,30.07,6.94,12-09-2020 02:45:00,12-09-2020 02:45:24
76.59,30.03,8.37,12-09-2020 02:50:00,12-09-2020 02:50:19
79.26,29.98,6.72,12-09-2020 02:55:00,12-09-2020 02:55:23
77.86,30.16,7.37,12-09-2020 03:00:00,12-09-2020 03:00:25
79.13,30.01,7.43,12-09-2020 03:05:00,12-09-2020 03:05:24
73.95,31.89,31.12,12-09-2020 03:10:00,12-09-2020 03:10:25
79.84,29.98,7.31,12-09-2020 03:15:00,12-09-2020 03:15:26
79.89,30.05,7.32,12-09-2020 03:20:00,12-09-2020 03:20:24
79.35,29.86,7.51,12-09-2020 03:25:00,12-09-2020 03:25:27
72.94,31.25,30.8,12-09-2020 03:30:00,12-09-2020 03:30:29
72.57,30.5,30.83,12-09-2020 03:35:00,12-09-2020 03:35:25
73.26,31.24,30.87,12-09-2020 03:40:00,12-09-2020 03:40:28
78.41,29.74,7.32,12-09-2020 03:45:00,12-09-2020 03:45:23
79.71,29.94,7.19,12-09-2020 03:50:00,12-09-2020 03:50:23
80.73,29.91,7.09,12-09-2020 03:55:00,12-09-2020 03:55:21
78.8,30.02,7.1,12-09-2020 04:00:00,12-09-2020 04:00:25
79.13,30.0,7.09,12-09-2020 04:05:00,12-09-2020 04:05:24
78.53,30.12,7.19,12-09-2020 04:10:00,12-09-2020 04:10:21
71.58,30.02,16.97,12-09-2020 04:15:00,12-09-2020 04:15:23
75.49,30.2,16.52,12-09-2020 04:20:00,12-09-2020 04:20:25
77.71,29.81,7.26,12-09-2020 04:25:00,12-09-2020 04:25:23
77.58,29.97,7.11,12-09-2020 04:30:00,12-09-2020 04:30:27
74.6,30.63,16.88,12-09-2020 04:35:00,12-09-2020 04:35:29
78.46,28.61,7.04,12-09-2020 04:40:00,12-09-2020 04:40:22
77.79,29.88,7.33,12-09-2020 04:45:00,12-09-2020 04:45:23
79.0,29.93,7.45,12-09-2020 04:50:00,12-09-2020 04:50:24
79.0,29.99,7.23,12-09-2020 04:55:00,12-09-2020 04:55:24
78.64,30.06,7.46,12-09-2020 05:00:00,12-09-2020 05:00:25
76.09,30.17,16.65,12-09-2020 05:05:00,12-09-2020 05:05:25
78.65,29.85,7.36,12-09-2020 05:10:00,12-09-2020 05:10:21
78.01,29.93,7.33,12-09-2020 05:15:00,12-09-2020 05:15:25
71.95,31.16,30.83,12-09-2020 05:20:00,12-09-2020 05:20:28
79.02,30.11,7.32,12-09-2020 05:25:00,12-09-2020 05:25:24
78.12,29.89,7.66,12-09-2020 05:30:00,12-09-2020 05:30:24
78.79,29.91,7.28,12-09-2020 05:35:00,12-09-2020 05:35:24
80.01,29.92,7.25,12-09-2020 05:40:00,12-09-2020 05:40:24
78.94,29.88,7.28,12-09-2020 05:45:00,12-09-2020 05:45:24
74.7,30.87,16.88,12-09-2020 05:50:00,12-09-2020 05:50:24
73.21,29.95,30.86,12-09-2020 05:55:00,12-09-2020 05:55:25
78.77,29.84,7.27,12-09-2020 06:00:00,12-09-2020 06:00:20
72.98,30.61,30.74,12-09-2020 06:05:00,12-09-2020 06:05:28
76.09,30.44,16.78,12-09-2020 06:10:00,12-09-2020 06:10:24
78.91,29.01,7.2,12-09-2020 06:15:00,12-09-2020 06:15:21
78.52,29.86,7.38,12-09-2020 06:20:00,12-09-2020 06:20:23
78.9,29.84,7.7,12-09-2020 06:25:00,12-09-2020 06:25:25
